LSOA21CD,Parameter,Scenario_world,Scenario,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000045,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.06,0.195,0.345,0.498,0.673,0.756,0.945,0.982,1.139,1.319,1.223,1.397,1.492,1.784,2.048,2.395,2.765,3.196,3.623,4.054,4.645,4.999,5.36,5.871,6.262
E01000046,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.407,1.316,2.328,3.357,4.54,5.101,6.369,6.624,7.68,8.894,8.244,9.423,10.062,12.028,13.81,16.153,18.648,21.555,24.429,27.34,31.325,33.713,36.142,39.592,42.231
E01000049,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.138,0.447,0.79,1.14,1.542,1.732,2.163,2.25,2.608,3.02,2.8,3.2,3.417,4.084,4.69,5.485,6.333,7.32,8.296,9.284,10.637,11.448,12.273,13.445,14.341
E01000050,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.274,0.886,1.568,2.262,3.059,3.436,4.291,4.463,5.174,5.992,5.554,6.348,6.779,8.103,9.304,10.882,12.563,14.521,16.458,18.419,21.104,22.713,24.349,26.673,28.451
E01000051,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.003,0.01,0.017,0.024,0.033,0.037,0.046,0.048,0.056,0.065,0.06,0.069,0.073,0.088,0.101,0.118,0.136,0.157,0.178,0.199,0.228,0.246,0.263,0.288,0.308
E01000052,Domestic battery capacity,Counterfactual,Low,kW,7.209,8.325,9.564,10.409,10.752,11.134,11.522,11.969,12.18,12.659,12.756,13.154,13.612,12.618,13.063,13.304,14.046,14.719,15.604,16.546,17.643,18.728,19.827,21.331,22.233,23.149,24.452,25.448
E01000053,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.764,2.449,4.3,6.287,8.437,10.093,12.36,13.481,15.522,17.392,17.09,18.784,20.023,22.204,24.188,27.578,30.947,35.193,39.007,43.011,48.307,51.204,54.423,58.345,61.368
E01000054,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.36,1.164,2.059,2.969,4.015,4.511,5.633,5.859,6.792,7.866,7.292,8.334,8.899,10.638,12.214,14.287,16.494,19.064,21.606,24.181,27.706,29.818,31.966,35.018,37.351
E01000055,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.169,0.548,0.969,1.398,1.89,2.123,2.652,2.758,3.197,3.702,3.432,3.923,4.189,5.007,5.749,6.724,7.763,8.973,10.17,11.382,13.041,14.035,15.046,16.482,17.581
E01000056,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.177,0.573,1.013,1.462,1.976,2.221,2.773,2.884,3.343,3.872,3.589,4.102,4.38,5.236,6.012,7.032,8.119,9.384,10.635,11.903,13.637,14.677,15.734,17.237,18.385
E01000057,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.264,0.853,1.509,2.177,2.944,3.308,4.13,4.296,4.98,5.767,5.346,6.111,6.525,7.8,8.956,10.475,12.093,13.978,15.842,17.73,20.314,21.862,23.437,25.675,27.386
E01000058,Domestic battery capacity,Counterfactual,Low,kW,6.398,8.343,10.488,13.534,17.642,22.154,26.998,32.238,36.275,41.802,44.534,49.51,54.068,53.128,57.259,60.279,65.595,70.431,78.693,86.906,97.257,106.554,116.313,129.226,136.286,144.134,153.692,161.063
E01000059,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.924,2.961,5.199,7.602,10.201,12.203,14.945,16.3,18.768,21.029,20.663,22.712,24.21,26.847,29.246,33.344,37.418,42.552,47.163,52.004,58.409,61.911,65.803,70.545,74.201
E01000060,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.09,3.496,6.138,8.975,12.043,14.407,17.644,19.244,22.158,24.827,24.395,26.814,28.583,31.696,34.528,39.367,44.176,50.238,55.682,61.397,68.958,73.093,77.688,83.286,87.602
E01000061,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.19,0.609,1.07,1.564,2.099,2.511,3.075,3.353,3.861,4.326,4.251,4.673,4.981,5.523,6.017,6.86,7.698,8.754,9.703,10.699,12.016,12.737,13.538,14.513,15.265
E01000062,Domestic battery capacity,Counterfactual,Low,kW,2.694,3.513,4.416,6.14,8.843,11.813,15.001,18.45,21.106,24.744,26.542,29.817,32.817,32.246,34.965,36.953,40.452,43.634,49.072,54.477,61.29,67.408,73.831,82.329,86.976,92.141,98.432,103.283
E01000063,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.076,3.448,6.054,8.852,11.878,14.21,17.402,18.98,21.854,24.487,24.061,26.447,28.191,31.262,34.055,38.827,43.571,49.549,54.919,60.556,68.014,72.091,76.624,82.145,86.402
E01000064,Domestic battery capacity,Counterfactual,Low,kW,5.388,7.026,8.832,10.842,13.075,15.528,18.162,21.011,23.206,26.211,27.696,30.402,32.88,32.308,34.554,36.196,39.086,41.716,46.208,50.673,56.301,61.356,66.662,73.682,77.521,81.788,86.985,90.992
E01000065,Domestic battery capacity,Counterfactual,Low,kW,3.66,4.773,6,8.399,12.196,16.367,20.846,25.689,29.421,34.531,37.056,41.657,45.87,45.072,48.891,51.683,56.598,61.069,68.707,76.299,85.868,94.462,103.484,115.421,121.948,129.203,138.039,144.853
E01000066,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.272,0.879,1.555,2.243,3.034,3.409,4.256,4.427,5.132,5.943,5.509,6.297,6.724,8.037,9.229,10.794,12.462,14.404,16.325,18.27,20.933,22.529,24.152,26.458,28.221
E01000067,Domestic battery capacity,Counterfactual,Low,kW,4.994,5.768,6.626,7.267,7.63,8.034,8.445,8.917,9.141,9.647,9.749,10.17,10.655,9.877,10.347,10.602,11.387,12.098,13.033,14.029,15.189,16.337,17.498,19.089,20.042,21.011,22.388,23.442
E01000068,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.242,0.783,1.385,1.997,2.701,3.035,3.79,3.941,4.569,5.291,4.905,5.606,5.986,7.156,8.216,9.61,11.095,12.824,14.534,16.266,18.637,20.058,21.503,23.556,25.126
E01000069,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000070,Domestic battery capacity,Counterfactual,Low,kW,4.162,4.806,5.522,6.246,6.972,7.78,8.603,9.548,9.996,11.01,11.213,12.056,13.027,12.075,13.017,13.527,15.098,16.522,18.394,20.388,22.71,25.006,27.332,30.515,32.424,34.364,37.12,39.228
E01000071,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.303,0.979,1.732,2.498,3.378,3.795,4.739,4.928,5.713,6.617,6.134,7.011,7.486,8.948,10.274,12.017,13.874,16.036,18.175,20.341,23.305,25.082,26.889,29.456,31.419
E01000072,Domestic battery capacity,Counterfactual,Low,kW,3.063,3.537,4.064,4.627,5.229,5.899,6.58,7.363,7.735,8.575,8.743,9.442,10.246,9.498,10.278,10.701,12.002,13.182,14.734,16.386,18.31,20.213,22.14,24.778,26.359,27.967,30.251,31.998
E01000073,Domestic battery capacity,Counterfactual,Low,kW,5.327,6.152,7.068,8.015,8.99,10.076,11.18,12.449,13.051,14.412,14.686,15.818,17.121,15.871,17.135,17.82,19.929,21.842,24.355,27.033,30.151,33.235,36.358,40.633,43.195,45.801,49.502,52.333
E01000074,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.198,0.639,1.131,1.632,2.207,2.479,3.096,3.22,3.732,4.323,4.007,4.58,4.89,5.846,6.712,7.851,9.064,10.476,11.873,13.288,15.225,16.385,17.566,19.243,20.525
E01000075,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.386,1.249,2.209,3.187,4.309,4.842,6.046,6.288,7.289,8.442,7.826,8.944,9.551,11.417,13.109,15.332,17.701,20.46,23.188,25.952,29.734,32.001,34.306,37.581,40.085
E01000076,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.276,0.893,1.579,2.278,3.081,3.461,4.322,4.495,5.211,6.035,5.594,6.394,6.827,8.161,9.371,10.96,12.654,14.626,16.576,18.551,21.255,22.876,24.523,26.865,28.655
E01000077,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.139,0.448,0.793,1.144,1.547,1.738,2.17,2.257,2.616,3.03,2.808,3.21,3.428,4.097,4.704,5.502,6.353,7.343,8.322,9.313,10.671,11.484,12.312,13.487,14.386
E01000078,Domestic battery capacity,Counterfactual,Low,kW,2.635,3.437,4.32,5.871,8.217,10.794,13.561,16.554,18.859,22.016,23.577,26.419,29.022,28.517,30.877,32.602,35.638,38.4,43.119,47.81,53.722,59.031,64.606,71.98,76.013,80.495,85.954,90.164
E01000079,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.787,5.728,10.058,14.706,19.734,23.607,28.911,31.532,36.307,40.681,39.973,43.937,46.835,51.936,56.577,64.505,72.385,82.318,91.238,100.603,112.993,119.768,127.298,136.47,143.543
E01000080,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.388,1.255,2.22,3.202,4.33,4.865,6.075,6.318,7.325,8.483,7.864,8.988,9.597,11.472,13.172,15.407,17.787,20.559,23.301,26.078,29.878,32.156,34.473,37.764,40.28
E01000081,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.506,1.621,2.846,4.161,5.584,6.68,8.181,8.923,10.274,11.512,11.311,12.433,13.253,14.697,16.01,18.253,20.483,23.294,25.818,28.468,31.974,33.891,36.022,38.617,40.619
E01000082,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.277,4.093,7.186,10.507,14.099,16.867,20.656,22.529,25.941,29.065,28.56,31.392,33.463,37.107,40.423,46.087,51.718,58.814,65.188,71.879,80.731,85.572,90.952,97.505,102.558
E01000083,Domestic battery capacity,Counterfactual,Low,kW,2.635,3.437,4.32,6.058,8.817,11.847,15.1,18.619,21.33,25.042,26.877,30.219,33.28,32.701,35.475,37.504,41.074,44.322,49.871,55.386,62.338,68.581,75.136,83.807,88.549,93.819,100.239,105.189
E01000084,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.672,2.154,3.783,5.531,7.422,8.879,10.873,11.859,13.655,15.3,15.034,16.525,17.614,19.533,21.278,24.26,27.224,30.959,34.314,37.836,42.496,45.044,47.876,51.326,53.986
E01000085,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.524,1.68,2.949,4.312,5.787,6.923,8.478,9.247,10.647,11.929,11.722,12.884,13.734,15.23,16.591,18.915,21.226,24.139,26.755,29.501,33.134,35.121,37.329,40.018,42.092
E01000086,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.737,2.363,4.15,6.068,8.142,9.74,11.928,13.01,14.98,16.784,16.492,18.128,19.324,21.428,23.343,26.614,29.865,33.963,37.644,41.508,46.619,49.415,52.522,56.306,59.224
E01000087,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.099,3.523,6.186,9.045,12.137,14.52,17.782,19.394,22.331,25.021,24.586,27.024,28.806,31.944,34.798,39.674,44.521,50.63,56.117,61.877,69.497,73.664,78.296,83.937,88.287
E01000088,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.634,2.033,3.57,5.219,7.004,8.378,10.261,11.191,12.886,14.438,14.187,15.594,16.622,18.433,20.08,22.893,25.69,29.215,32.381,35.705,40.102,42.507,45.179,48.434,50.945
E01000089,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.852,2.73,4.794,7.01,9.406,11.253,13.781,15.03,17.306,19.391,19.054,20.943,22.324,24.756,26.968,30.747,34.503,39.238,43.49,47.954,53.859,57.089,60.678,65.05,68.421
E01000090,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.352,4.333,7.608,11.125,14.928,17.858,21.87,23.853,27.466,30.774,30.239,33.237,35.429,39.288,42.799,48.796,54.757,62.271,69.019,76.103,85.476,90.601,96.297,103.236,108.586
E01000091,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.187,0.604,1.069,1.542,2.086,2.343,2.926,3.043,3.528,4.086,3.788,4.329,4.623,5.526,6.345,7.421,8.568,9.903,11.223,12.561,14.392,15.489,16.605,18.19,19.402
E01000093,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.125,0.405,0.717,1.034,1.399,1.572,1.962,2.041,2.366,2.74,2.54,2.903,3.1,3.706,4.255,4.977,5.746,6.641,7.527,8.424,9.651,10.387,11.135,12.198,13.011
E01000094,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.16,0.518,0.916,1.322,1.788,2.009,2.508,2.608,3.024,3.502,3.246,3.711,3.962,4.736,5.438,6.36,7.343,8.488,9.619,10.766,12.335,13.275,14.231,15.59,16.629
E01000095,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.169,0.547,0.968,1.396,1.887,2.12,2.648,2.754,3.192,3.697,3.427,3.917,4.183,5,5.741,6.715,7.752,8.96,10.155,11.365,13.022,14.015,15.024,16.459,17.555
E01000096,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.209,0.676,1.197,1.726,2.334,2.622,3.274,3.406,3.948,4.572,4.238,4.844,5.173,6.183,7.1,8.304,9.587,11.081,12.559,14.055,16.104,17.332,18.58,20.354,21.71
E01000097,Domestic battery capacity,Counterfactual,Low,kW,2.635,3.437,4.32,5.902,8.316,10.968,13.815,16.894,19.267,22.515,24.121,27.045,29.724,29.207,31.635,33.41,36.534,39.377,44.232,49.059,55.142,60.606,66.342,73.93,78.08,82.692,88.31,92.642
E01000098,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.482,1.544,2.711,3.964,5.32,6.364,7.794,8.5,9.787,10.966,10.776,11.844,12.625,14.001,15.252,17.389,19.513,22.191,24.595,27.12,30.46,32.286,34.316,36.788,38.695
E01000099,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.501,4.813,8.452,12.358,16.582,19.837,24.294,26.497,30.509,34.184,33.59,36.92,39.356,43.642,47.542,54.204,60.825,69.172,76.668,84.537,94.948,100.641,106.969,114.676,120.619
E01000100,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.495,4.792,8.414,12.302,16.508,19.748,24.185,26.378,30.372,34.031,33.439,36.755,39.179,43.447,47.329,53.96,60.553,68.862,76.324,84.158,94.522,100.19,106.489,114.162,120.078
E01000101,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.619,1.985,3.485,5.096,6.839,8.181,10.019,10.927,12.582,14.098,13.852,15.226,16.23,17.998,19.606,22.354,25.085,28.527,31.618,34.863,39.157,41.505,44.114,47.293,49.744
E01000102,Domestic battery capacity,Counterfactual,Low,kW,4.392,5.728,7.2,9.714,13.467,17.589,22.015,26.802,30.49,35.54,38.036,42.582,46.746,45.933,49.707,52.466,57.323,61.742,69.29,76.793,86.25,94.744,103.66,115.456,121.907,129.077,137.809,144.544
E01000103,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.942,3.019,5.301,7.751,10.4,12.442,15.237,16.618,19.135,21.44,21.067,23.156,24.683,27.372,29.818,33.996,38.149,43.384,48.085,53.021,59.55,63.121,67.09,71.924,75.651
E01000104,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.514,1.649,2.895,4.233,5.68,6.795,8.321,9.076,10.45,11.709,11.505,12.646,13.48,14.948,16.284,18.566,20.834,23.693,26.26,28.956,32.522,34.471,36.639,39.279,41.314
E01000105,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.292,4.143,7.274,10.635,14.271,17.073,20.908,22.804,26.257,29.42,28.908,31.775,33.871,37.56,40.916,46.649,52.348,59.532,65.983,72.756,81.716,86.615,92.061,98.694,103.809
E01000106,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.799,2.56,4.495,6.572,8.819,10.55,12.92,14.092,16.226,18.18,17.864,19.636,20.931,23.211,25.285,28.828,32.349,36.788,40.775,44.96,50.497,53.525,56.89,60.989,64.15
E01000107,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.276,4.09,7.181,10.5,14.089,16.855,20.641,22.513,25.922,29.045,28.539,31.37,33.439,37.081,40.394,46.054,51.68,58.772,65.141,71.827,80.673,85.51,90.886,97.435,102.485
E01000108,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,0.548,1.756,3.083,4.507,6.048,7.235,8.861,9.664,11.128,12.468,12.251,13.466,14.354,15.918,17.34,19.77,22.185,25.229,27.963,30.833,34.63,36.707,39.015,41.826,43.993
E01000110,Domestic battery capacity,Counterfactual,Low,kW,0,0,0,1.058,3.39,5.953,8.704,11.68,13.972,17.111,18.663,21.489,24.078,23.659,26.005,27.72,30.739,33.486,38.178,42.842,48.721,54.001,59.544,66.877,70.886,75.343,80.772,84.958
