LSOA21CD,Parameter,Scenario_world,Scenario,Unit,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000028,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.182,0.638,1.211,1.909,2.794,3.649,4.749,5.742,7.001,8.413,9.478,11.13,12.824,14.927,17.146,19.511,21.903,24.359,26.816,29.253,31.931,34.243,36.473,38.936,40.75
E01000029,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.607,2.133,4.051,6.387,9.35,12.209,15.891,19.213,23.427,28.152,31.715,37.245,42.912,49.948,57.376,65.29,73.292,81.511,89.734,97.887,106.849,114.587,122.049,130.288,136.358
E01000030,Domestic battery capacity,Holistic Transition,High,kW,4.162,5.153,6.375,7.437,8.19,9.137,10.291,11.754,13.165,14.983,16.623,18.704,21.037,22.796,25.527,28.325,31.799,35.466,39.374,43.325,47.383,51.443,55.469,59.894,63.714,67.398,71.467,74.464
E01000031,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.788,6.136,11.39,17.644,25.053,32.388,40.868,48.399,57.387,66.551,73.456,83.119,92.577,103.357,114.066,125.968,137.167,148.61,159.006,168.953,180.063,187.087,193.508,200.666,205.6
E01000032,Domestic battery capacity,Holistic Transition,High,kW,2.635,3.786,5.184,8.161,13.329,19.572,27.005,35.811,44.528,54.606,63.557,74.238,85.13,93.336,104.82,116.059,128.872,141.599,155.743,169.053,182.653,195.008,206.83,220.033,228.381,236.012,244.519,250.382
E01000033,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.86,6.383,11.848,18.354,26.062,33.692,42.513,50.348,59.697,69.231,76.414,86.465,96.304,107.518,118.658,131.039,142.689,154.593,165.407,175.755,187.312,194.619,201.298,208.745,213.877
E01000034,Domestic battery capacity,Holistic Transition,High,kW,2.196,3.155,4.32,5.748,7.495,9.605,12.117,15.093,18.039,21.445,24.47,28.08,31.761,34.534,38.415,42.214,46.544,50.845,55.625,60.123,64.72,68.895,72.891,77.353,80.174,82.753,85.628,87.61
E01000035,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,9.67,12.797,16.576,21.075,26.404,31.68,37.78,43.197,49.662,56.254,61.221,68.171,74.974,82.729,90.432,98.992,107.048,115.279,122.757,129.912,137.903,142.955,147.574,152.723,156.272
E01000036,Domestic battery capacity,Holistic Transition,High,kW,2.694,3.87,5.3,8.016,12.503,17.925,24.379,32.025,39.595,48.346,56.119,65.394,74.852,81.978,91.95,101.71,112.836,123.887,136.17,147.727,159.537,170.265,180.531,191.996,199.245,205.872,213.259,218.35
E01000037,Domestic battery capacity,Holistic Transition,High,kW,2.635,3.786,5.184,7.614,11.449,16.083,21.6,28.136,34.606,42.086,48.73,56.658,64.742,70.833,79.357,87.7,97.21,106.656,117.155,127.033,137.128,146.298,155.073,164.873,171.069,176.733,183.047,187.399
E01000038,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,9.477,12.135,15.348,19.171,23.702,28.187,33.371,37.976,43.472,49.075,53.297,59.205,64.988,71.579,78.127,85.404,92.251,99.248,105.604,111.687,118.479,122.774,126.7,131.077,134.093
E01000039,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.877,9.871,18.323,28.384,40.304,52.104,65.745,77.862,92.321,107.064,118.172,133.717,148.932,166.275,183.503,202.649,220.666,239.076,255.799,271.802,289.674,300.974,311.304,322.819,330.756
E01000040,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.567,1.992,3.782,5.964,8.729,11.399,14.837,17.938,21.873,26.285,29.611,34.774,40.066,46.635,53.57,60.959,68.431,76.105,83.781,91.394,99.761,106.986,113.953,121.646,127.313
E01000041,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.611,2.147,4.077,6.429,9.41,12.288,15.994,19.337,23.579,28.335,31.921,37.486,43.19,50.272,57.747,65.713,73.767,82.04,90.315,98.521,107.541,115.329,122.839,131.132,137.242
E01000042,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.439,1.54,2.925,4.611,6.75,8.814,11.472,13.87,16.913,20.324,22.896,26.888,30.979,36.059,41.421,47.135,52.912,58.846,64.782,70.668,77.138,82.724,88.111,94.059,98.441
E01000043,Domestic battery capacity,Holistic Transition,High,kW,6.06,7.503,9.282,11.005,12.545,14.481,16.838,19.828,22.715,26.431,29.783,34.037,38.806,42.402,47.983,53.703,60.805,68.302,76.29,84.367,92.662,100.961,109.191,118.236,126.046,133.577,141.893,148.02
E01000044,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.24,0.841,1.597,2.518,3.687,4.814,6.266,7.575,9.237,11.1,12.505,14.686,16.92,19.694,22.623,25.744,28.899,32.14,35.382,38.597,42.13,45.181,48.123,51.372,53.766
E01000045,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.115,0.405,0.769,1.212,1.774,2.317,3.016,3.646,4.446,5.343,6.019,7.068,8.144,9.479,10.889,12.391,13.909,15.469,17.029,18.577,20.277,21.746,23.162,24.726,25.878
E01000046,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.777,2.73,5.184,8.174,11.965,15.625,20.337,24.587,29.981,36.028,40.588,47.664,54.917,63.922,73.427,83.555,93.796,104.315,114.837,125.272,136.741,146.643,156.192,166.737,174.505
E01000049,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.264,0.927,1.761,2.776,4.063,5.306,6.906,8.349,10.181,12.234,13.783,16.186,18.649,21.707,24.934,28.374,31.851,35.423,38.997,42.54,46.435,49.797,53.04,56.621,59.259
E01000050,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.524,1.839,3.493,5.507,8.061,10.526,13.701,16.565,20.198,24.272,27.344,32.111,36.997,43.064,49.468,56.291,63.19,70.277,77.366,84.395,92.122,98.793,105.227,112.331,117.564
E01000051,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.006,0.02,0.038,0.06,0.087,0.114,0.148,0.179,0.218,0.262,0.296,0.347,0.4,0.466,0.535,0.609,0.683,0.76,0.836,0.912,0.996,1.068,1.138,1.214,1.271
E01000052,Domestic battery capacity,Holistic Transition,High,kW,7.209,8.925,11.042,12.655,13.392,14.319,15.447,16.878,18.26,20.038,21.643,23.679,25.962,27.683,30.354,33.092,36.491,40.079,43.903,47.768,51.739,55.711,59.65,63.979,67.717,71.322,75.302,78.235
E01000053,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.334,4.578,8.498,13.164,18.692,24.165,30.492,36.112,42.817,49.655,54.807,62.017,69.073,77.117,85.107,93.987,102.343,110.881,118.637,126.059,134.348,139.589,144.38,149.721,153.402
E01000054,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.688,2.415,4.585,7.23,10.583,13.819,17.987,21.746,26.517,31.865,35.898,42.157,48.571,56.536,64.943,73.901,82.958,92.262,101.568,110.797,120.941,129.699,138.145,147.471,154.342
E01000055,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.324,1.137,2.158,3.403,4.981,6.505,8.466,10.236,12.481,14.998,16.897,19.843,22.862,26.61,30.567,34.784,39.047,43.426,47.806,52.15,56.925,61.047,65.023,69.412,72.646
E01000056,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.338,1.189,2.257,3.559,5.209,6.802,8.854,10.704,13.052,15.685,17.67,20.751,23.908,27.828,31.966,36.376,40.834,45.413,49.994,54.537,59.53,63.841,67.998,72.589,75.971
E01000057,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.504,1.77,3.362,5.301,7.759,10.132,13.188,15.944,19.442,23.363,26.32,30.909,35.612,41.452,47.616,54.184,60.825,67.646,74.469,81.236,88.673,95.095,101.287,108.125,113.163
E01000058,Domestic battery capacity,Holistic Transition,High,kW,6.398,9.19,12.587,17.907,25.815,35.37,46.744,60.22,73.561,88.983,102.682,119.028,135.696,148.255,165.829,183.03,202.638,222.115,243.761,264.13,284.943,303.849,321.942,342.148,354.923,366.601,379.62,388.593
E01000059,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.613,5.536,10.275,15.917,22.601,29.218,36.868,43.663,51.771,60.038,66.268,74.985,83.517,93.242,102.903,113.64,123.743,134.067,143.445,152.419,162.441,168.778,174.57,181.028,185.479
E01000060,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.905,6.535,12.131,18.792,26.683,34.496,43.527,51.549,61.121,70.882,78.236,88.528,98.601,110.083,121.489,134.165,146.093,158.281,169.353,179.947,191.78,199.261,206.1,213.724,218.978
E01000061,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.332,1.139,2.114,3.275,4.65,6.011,7.585,8.983,10.651,12.352,13.633,15.427,17.182,19.183,21.17,23.379,25.458,27.581,29.511,31.357,33.419,34.722,35.914,37.243,38.158
E01000062,Domestic battery capacity,Holistic Transition,High,kW,2.694,3.87,5.3,8.311,13.515,19.804,27.29,36.159,44.939,55.089,64.105,74.863,85.833,94.098,105.664,116.985,129.89,142.708,156.954,170.359,184.058,196.501,208.408,221.706,230.114,237.8,246.368,252.274
E01000063,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.878,6.446,11.965,18.534,26.318,34.023,42.931,50.843,60.284,69.911,77.165,87.315,97.25,108.575,119.825,132.327,144.091,156.113,167.033,177.482,189.153,196.532,203.277,210.796,215.979
E01000064,Domestic battery capacity,Holistic Transition,High,kW,5.388,7.739,10.599,14.109,18.408,23.604,29.788,37.115,44.368,52.753,60.201,69.089,78.151,84.979,94.534,103.886,114.547,125.137,136.906,147.98,159.296,169.576,179.412,190.398,197.344,203.694,210.772,215.651
E01000065,Domestic battery capacity,Holistic Transition,High,kW,3.66,5.258,7.201,11.39,18.7,27.534,38.049,50.507,62.839,77.097,89.76,104.872,120.28,131.89,148.137,164.038,182.165,200.17,220.181,239.01,258.251,275.729,292.455,311.134,322.944,333.74,345.775,354.071
E01000066,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.519,1.824,3.465,5.462,7.996,10.441,13.59,16.431,20.035,24.076,27.123,31.852,36.698,42.716,49.068,55.836,62.68,69.709,76.741,83.713,91.378,97.995,104.376,111.423,116.614
E01000067,Domestic battery capacity,Holistic Transition,High,kW,4.994,6.184,7.65,8.875,9.654,10.634,11.827,13.34,14.801,16.682,18.378,20.531,22.944,24.764,27.589,30.483,34.077,37.871,41.914,46.001,50.199,54.399,58.563,63.141,67.093,70.905,75.113,78.214
E01000068,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.463,1.624,3.085,4.863,7.119,9.296,12.1,14.629,17.837,21.435,24.148,28.358,32.673,38.031,43.686,49.712,55.805,62.063,68.324,74.532,81.355,87.247,92.928,99.202,103.824
E01000069,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000070,Domestic battery capacity,Holistic Transition,High,kW,4.162,5.153,6.375,7.758,9.318,11.279,13.668,16.697,19.62,23.385,26.781,31.09,35.921,39.564,45.218,51.013,58.207,65.801,73.893,82.075,90.479,98.885,107.222,116.385,124.297,131.926,140.35,146.557
E01000071,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.578,2.031,3.857,6.081,8.902,11.625,15.13,18.293,22.305,26.804,30.196,35.461,40.857,47.556,54.628,62.164,69.783,77.608,85.437,93.2,101.732,109.1,116.204,124.049,129.829
E01000072,Domestic battery capacity,Holistic Transition,High,kW,3.063,3.793,4.692,5.768,7.06,8.685,10.665,13.174,15.597,18.717,21.531,25.101,29.105,32.124,36.809,41.61,47.572,53.865,60.57,67.35,74.314,81.28,88.188,95.781,102.337,108.659,115.64,120.783
E01000073,Domestic battery capacity,Holistic Transition,High,kW,5.327,6.596,8.16,9.97,12.065,14.698,17.905,21.973,25.899,30.954,35.515,41.301,47.789,52.681,60.273,68.054,77.715,87.912,98.779,109.766,121.051,132.34,143.535,155.84,166.464,176.709,188.022,196.356
E01000074,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.378,1.327,2.52,3.973,5.815,7.594,9.884,11.95,14.571,17.51,19.726,23.166,26.691,31.067,35.687,40.61,45.587,50.699,55.813,60.885,66.459,71.272,75.913,81.038,84.813
E01000075,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.738,2.591,4.921,7.759,11.357,14.831,19.304,23.338,28.458,34.198,38.526,45.243,52.127,60.674,69.697,79.311,89.031,99.016,109.004,118.908,129.794,139.194,148.258,158.267,165.641
E01000076,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.527,1.852,3.518,5.546,8.119,10.602,13.799,16.683,20.343,24.446,27.54,32.342,37.263,43.373,49.823,56.695,63.644,70.781,77.921,85.001,92.783,99.502,105.982,113.137,118.408
E01000077,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.265,0.93,1.766,2.784,4.076,5.323,6.928,8.376,10.213,12.273,13.826,16.237,18.707,21.775,25.013,28.463,31.951,35.534,39.119,42.673,46.58,49.953,53.206,56.798,59.445
E01000078,Domestic battery capacity,Holistic Transition,High,kW,2.635,3.786,5.184,7.894,12.41,17.868,24.364,32.061,39.68,48.489,56.313,65.649,75.169,82.342,92.379,102.203,113.402,124.526,136.889,148.523,160.41,171.209,181.542,193.083,200.379,207.049,214.485,219.61
E01000079,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,3.121,10.709,19.877,30.792,43.722,56.523,71.322,84.467,100.152,116.145,128.196,145.06,161.565,180.379,199.068,219.839,239.383,259.355,277.496,294.857,314.246,326.504,337.71,350.202,358.812
E01000080,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.741,2.604,4.945,7.797,11.413,14.903,19.398,23.452,28.596,34.364,38.713,45.463,52.38,60.969,70.035,79.696,89.464,99.497,109.533,119.486,130.425,139.87,148.978,159.036,166.446
E01000081,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.883,3.03,5.625,8.713,12.372,15.995,20.182,23.902,28.34,32.866,36.276,41.048,45.718,51.043,56.331,62.208,67.739,73.391,78.524,83.437,88.923,92.392,95.563,99.098,101.534
E01000082,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.23,7.651,14.202,22,31.239,40.385,50.958,60.35,71.556,82.983,91.593,103.642,115.434,128.877,142.23,157.07,171.034,185.304,198.265,210.669,224.522,233.28,241.287,250.212,256.364
E01000083,Domestic battery capacity,Holistic Transition,High,kW,2.635,3.786,5.184,8.22,13.531,19.948,27.587,36.637,45.597,55.954,65.154,76.132,87.326,95.76,107.562,119.114,132.282,145.363,159.9,173.579,187.557,200.254,212.404,225.974,234.554,242.397,251.14,257.166
E01000084,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.174,4.027,7.476,11.581,16.444,21.258,26.824,31.767,37.666,43.682,48.214,54.556,60.764,67.84,74.869,82.68,90.031,97.542,104.365,110.894,118.186,122.796,127.011,131.709,134.947
E01000085,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.915,3.14,5.829,9.029,12.821,16.575,20.914,24.769,29.368,34.058,37.592,42.537,47.377,52.894,58.375,64.465,70.196,76.053,81.373,86.464,92.149,95.744,99.03,102.693,105.218
E01000086,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.288,4.418,8.201,12.704,18.039,23.321,29.427,34.85,41.321,47.92,52.892,59.85,66.659,74.422,82.133,90.703,98.767,107.007,114.492,121.654,129.654,134.711,139.335,144.489,148.041
E01000087,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.919,6.586,12.226,18.939,26.892,34.765,43.867,51.952,61.599,71.436,78.848,89.22,99.371,110.944,122.438,135.213,147.234,159.518,170.676,181.354,193.279,200.819,207.711,215.394,220.69
E01000088,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.108,3.801,7.055,10.928,15.517,20.061,25.313,29.978,35.545,41.221,45.498,51.483,57.341,64.018,70.651,78.023,84.959,92.047,98.486,104.647,111.528,115.879,119.856,124.29,127.345
E01000089,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.488,5.104,9.475,14.677,20.841,26.942,33.996,40.262,47.738,55.362,61.106,69.144,77.011,85.98,94.888,104.788,114.105,123.624,132.272,140.547,149.788,155.631,160.973,166.927,171.032
E01000090,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.361,8.101,15.037,23.293,33.075,42.758,53.953,63.896,75.762,87.861,96.977,109.733,122.219,136.452,150.589,166.301,181.086,196.194,209.918,223.051,237.718,246.991,255.468,264.917,271.431
E01000091,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.357,1.254,2.382,3.755,5.497,7.178,9.343,11.296,13.774,16.552,18.647,21.898,25.23,29.367,33.734,38.388,43.092,47.925,52.759,57.553,62.822,67.372,71.759,76.603,80.172
E01000093,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.24,0.841,1.597,2.518,3.686,4.814,6.266,7.575,9.237,11.1,12.505,14.685,16.92,19.694,22.623,25.743,28.899,32.139,35.381,38.596,42.13,45.181,48.123,51.372,53.765
E01000094,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.306,1.075,2.041,3.219,4.711,6.152,8.008,9.682,11.805,14.186,15.982,18.768,21.624,25.17,28.913,32.901,36.934,41.075,45.219,49.327,53.843,57.743,61.503,65.655,68.714
E01000095,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.323,1.135,2.155,3.398,4.974,6.495,8.454,10.221,12.463,14.977,16.872,19.814,22.829,26.572,30.524,34.734,38.991,43.364,47.738,52.076,56.843,60.96,64.929,69.313,72.542
E01000096,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.4,1.403,2.665,4.202,6.151,8.033,10.455,12.64,15.413,18.522,20.866,24.504,28.232,32.862,37.748,42.955,48.22,53.627,59.037,64.401,70.297,75.388,80.297,85.718,89.712
E01000097,Domestic battery capacity,Holistic Transition,High,kW,2.635,3.786,5.184,7.948,12.595,18.211,24.896,32.815,40.656,49.72,57.771,67.377,77.173,84.554,94.883,104.992,116.515,127.962,140.684,152.654,164.887,175.998,186.631,198.506,206.014,212.878,220.529,225.803
E01000098,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.841,2.887,5.358,8.301,11.786,15.237,19.226,22.77,26.998,31.31,34.558,39.104,43.553,48.625,53.663,59.262,64.531,69.915,74.805,79.485,84.712,88.016,91.037,94.405,96.726
E01000099,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.622,8.998,16.703,25.874,36.74,47.497,59.932,70.977,84.157,97.597,107.723,121.894,135.763,151.573,167.277,184.731,201.154,217.936,233.181,247.769,264.061,274.362,283.778,294.275,301.51
E01000100,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.611,8.958,16.628,25.758,36.575,47.284,59.663,70.659,83.78,97.159,107.24,121.347,135.154,150.893,166.527,183.902,200.252,216.959,232.135,246.658,262.877,273.131,282.505,292.955,300.158
E01000101,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.081,3.711,6.888,10.671,15.152,19.588,24.716,29.271,34.707,40.249,44.426,50.269,55.989,62.509,68.986,76.184,82.957,89.878,96.165,102.181,108.9,113.148,117.031,121.36,124.344
E01000102,Domestic battery capacity,Holistic Transition,High,kW,4.392,6.309,8.641,13.032,20.256,28.986,39.378,51.689,63.877,77.968,90.483,105.417,120.645,132.118,148.174,163.889,181.803,199.597,219.373,237.982,256.997,274.27,290.8,309.26,320.931,331.601,343.495,351.692
E01000103,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.645,5.644,10.476,16.228,23.043,29.789,37.589,44.516,52.783,61.212,67.563,76.45,85.149,95.065,104.914,115.861,126.162,136.687,146.248,155.398,165.616,172.077,177.982,184.566,189.104
E01000104,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.898,3.082,5.721,8.862,12.584,16.269,20.528,24.311,28.826,33.429,36.897,41.751,46.501,51.917,57.296,63.274,68.899,74.647,79.869,84.866,90.446,93.974,97.199,100.795,103.273
E01000105,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.257,7.744,14.375,22.268,31.62,40.877,51.58,61.086,72.429,83.996,92.711,104.906,116.842,130.449,143.965,158.986,173.12,187.564,200.683,213.239,227.26,236.125,244.229,253.264,259.49
E01000106,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.395,4.786,8.883,13.761,19.54,25.261,31.874,37.749,44.758,51.906,57.292,64.828,72.204,80.613,88.965,98.247,106.982,115.908,124.015,131.774,140.439,145.917,150.925,156.508,160.356
E01000107,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,2.228,7.646,14.192,21.984,31.216,40.356,50.921,60.306,71.505,82.924,91.528,103.567,115.351,128.784,142.128,156.957,170.911,185.17,198.123,210.517,224.36,233.112,241.113,250.032,256.179
E01000108,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,0.956,3.282,6.092,9.437,13.4,17.323,21.859,25.888,30.695,35.597,39.29,44.458,49.517,55.283,61.011,67.377,73.367,79.488,85.048,90.369,96.311,100.068,103.502,107.331,109.97
E01000110,Domestic battery capacity,Holistic Transition,High,kW,0,0,0,1.847,6.338,11.765,18.225,25.878,33.454,42.213,49.993,59.276,68.743,75.875,85.856,95.625,106.76,117.822,130.115,141.683,153.503,164.241,174.516,185.991,193.247,199.879,207.273,212.369
