LSOA11CD,Parameter,Unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000061,Domestic battery capacity,kW,0,0,0,0,0,0.1,0.3,0.6,0.8,1,1.2,1.4,1.6,1.8,1.9,2,2.1,2.3,2.4,2.6,2.8,3,3.2,3.5,3.7,4,4.2,4.4,4.6,4.8
E01000062,Domestic battery capacity,kW,0,0,0.1,0.3,0.8,2.7,5.2,8,10.7,13.5,16.3,19.1,21.4,23.8,25.9,26.8,28.7,30.5,32.6,34.6,37.2,39.9,43.1,46,49.1,52.5,55.3,58.5,61.2,63.3
E01000063,Domestic battery capacity,kW,0,0,0.1,0.2,0.5,2.3,4.7,7.3,9.9,12.6,15.3,17.9,20.1,22.4,24.4,25.1,27,28.7,30.7,32.6,35,37.5,40.6,43.4,46.4,49.6,52.3,55.2,57.8,59.9
E01000064,Domestic battery capacity,kW,0,0,0,0.1,0.3,1.9,4.1,6.5,8.8,11.3,13.7,16.1,18.1,20.2,22,22.6,24.3,25.8,27.6,29.4,31.6,33.9,36.7,39.2,41.9,44.9,47.3,50,52.4,54.2
E01000065,Domestic battery capacity,kW,0,0,0.1,0.2,0.5,3.3,7,11,15,19.1,23.2,27.2,30.7,34.2,37.3,38.2,41.1,43.7,46.8,49.7,53.4,57.3,62.1,66.3,70.9,75.9,79.9,84.5,88.5,91.6
E01000066,Domestic battery capacity,kW,0,0,0,0.1,0.3,0.9,1.6,2.4,3.2,4.1,4.9,5.8,6.5,7.3,8,8.4,9.1,9.8,10.7,11.6,12.5,13.5,14.6,15.6,16.7,17.9,18.9,20,21,21.8
E01000067,Domestic battery capacity,kW,0,0,0.1,0.2,0.5,0.9,1.3,1.8,2.4,2.9,3.4,3.9,4.4,4.9,5.4,5.7,6.2,6.6,7.2,7.7,8.3,8.9,9.6,10.3,11,11.7,12.3,13,13.7,14.2
E01000068,Domestic battery capacity,kW,0,0,0,0.1,0.2,0.8,1.4,2.2,3,3.8,4.5,5.3,6,6.8,7.5,7.7,8.4,9.1,9.9,10.7,11.6,12.5,13.6,14.5,15.6,16.7,17.6,18.7,19.6,20.4
E01000069,Domestic battery capacity,kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000070,Domestic battery capacity,kW,0,0,0,0.1,0.2,0.9,1.8,2.8,3.8,4.8,5.8,6.9,7.8,8.7,9.7,10,10.9,11.7,12.8,13.9,15.1,16.3,17.6,18.9,20.2,21.7,22.9,24.3,25.5,26.5
E01000071,Domestic battery capacity,kW,0,0,0.1,0.4,0.9,1.5,2.3,3.3,4.2,5.1,6,7,7.8,8.7,9.5,10.1,11,11.7,12.7,13.7,14.8,15.9,17.1,18.2,19.5,20.8,21.9,23.2,24.3,25.2
E01000072,Domestic battery capacity,kW,0,0,0,0.2,0.4,0.9,1.7,2.5,3.3,4.1,4.9,5.7,6.4,7.2,7.9,8.3,9,9.7,10.6,11.4,12.3,13.3,14.4,15.4,16.4,17.6,18.6,19.7,20.6,21.4
